id,rle_mask
cca0ef0b2b,5615 3 5716 3 5745 3 5842 10 5942 18 6013 2 6042 19 6114 5 6141 21 6214 8 6241 22 6313 13 6340 24 6382 4 6411 22 6439 26 6481 6 6510 56 6580 9 6608 59 6680 11 6707 61 6779 16 6805 64 6878 95 6976 3226
cca35c91c7,
cca5d24d54,1 9393 9395 100 9497 99 9599 98 9702 96 9804 95 9906 94 10008 93 10110 92
cca88b97da,1 48 102 48 203 47 304 45 405 43 506 40 607 37 708 34 809 32 910 30 1011 27 1112 24 1213 21 1314 18 1415 15 1516 13 1617 11 1718 8 1819 6 1920 1
cca8cdfe66,
ccace37b00,1 29 102 29 203 29 304 29 405 29 506 29 607 29 708 29 809 29 910 29 1011 29 1112 29 1213 29 1314 29 1415 29 1516 29 1617 30 1718 30 1819 30 1920 30 2021 30 2122 30 2223 30 2324 30 2425 30 2526 30 2627 30 2728 30 2829 30 2930 30 3031 31 3132 31 3233 31 3334 31 3435 32 3536 32 3637 32 3738 32 3839 32 3940 32 4041 32 4142 32 4243 32 4344 32 4445 32 4546 32 4647 32 4748 32 4849 32 4950 32 5051 32 5152 32 5253 32 5354 32 5455 32 5556 32 5657 32 5758 33 5859 33 5960 33 6061 34 6162 35 6263 35 6364 36 6465 37 6566 38 6667 40 6768 41 6869 42 6970 43 7071 45 7172 46 7273 47 7374 49 7475 50 7576 51 7677 53 7778 54 7879 55 7980 56 8081 57 8182 58 8283 59 8384 60 8485 61 8586 61 8687 62 8788 62 8889 63 8990 64 9091 65 9192 65 9293 66 9394 66 9495 67 9596 67 9697 68 9798 68 9899 69 10000 69 10101 70
ccae28c451,72 30 172 31 272 32 373 32 473 33 572 35 672 36 773 36 873 37 973 38 1074 38 1174 39 1274 40 1374 41 1475 41 1575 42 1675 43 1776 43 1876 44 1976 45 2077 45 2177 46 2277 47 2378 47 2479 47 2580 47 2680 48 2781 48 2882 48 2984 47 3085 47 3186 47 3288 46 3389 46 3490 46 3591 46 3693 45 3794 45 3895 45 3995 46 4096 46 4197 46 4298 46 4398 47 4499 47 4600 47 4701 47 4802 47 4902 48 5003 48 5104 48 5205 48 5305 49 5405 50 5505 51 5605 52 5705 53 5805 54 5905 55 6005 56 6105 57 6205 58 6305 59 6406 59 6506 60 6606 61 6707 61 6807 62 6907 63 7008 63 7108 64 7208 65 7308 66 7408 67 7508 68 7608 69 7708 70 7808 71 7908 72 8008 73 8108 74 8208 75 8309 75 8410 75 8511 75 8612 75 8713 75 8814 75 8915 75 9016 75 9117 75 9218 75 9319 75 9419 76 9520 76 9621 76 9722 76 9823 76 9925 75 10026 75 10127 75
ccc645a996,
cccb72adc0,3667 5 3765 10 3863 15 3962 19 4061 22 4161 25 4262 26 4363 28 4464 30 4565 31 4667 31 4768 32 4869 34 4970 35 5072 35 5173 35 5274 36 5374 38 5475 39 5576 40 5676 42 5777 43 5878 44 5979 44 6079 46 6180 47 6280 49 6380 50 6481 51 6581 52 6682 53 6782 54 6883 55 6984 55 7084 56 7185 56 7285 58 7386 58 7487 58 7588 58 7688 60 7789 60 7890 61 7991 62 8091 63 8192 64 8293 65 8394 65 8494 68 8595 68 8696 69 8797 69 8898 70 8999 70 9099 71 9200 71 9302 70 9403 70 9505 69 9606 70 9708 70 9810 70 9911 71 10013 71 10115 71
ccceb23dda,
ccd02673de,
ccd33818b2,
ccd4db34f0,31 71 132 71 233 71 334 71 436 70 537 70 638 70 739 70 840 70 941 70 1042 70 1143 70 1244 70 1345 70 1446 70 1547 70 1648 70 1749 70 1849 71 1950 71 2051 71 2151 72 2252 72 2353 72 2453 73 2554 73 2655 73 2756 73 2857 73 2958 73 3059 73 3161 72 3264 70 3368 67 3471 65 3575 62 3677 61 3778 61 3880 60 3981 60 4082 60 4184 59 4285 59 4387 58 4489 57 4591 56 4693 55 4794 55 4896 54 4999 52 5102 50 5204 49 5307 47 5409 46 5512 44 5615 42 5719 39 5824 35 5928 32 6033 28 6138 24 6241 22 6346 18 6451 14 6555 11 6658 9 6761 7 6864 5 6967 3 7070 1
ccd4f37dae,
ccd5f44474,80 11 181 12 283 11 385 11 487 10 588 11 690 10 791 11 893 10 994 11 1096 11 1197 11 1299 11 1400 13 1502 13 1603 14 1704 14 1806 13 1907 13 2008 13 2109 13 2210 13 2311 13 2412 13 2514 12 2615 12 2716 12 2817 12 2918 12 3018 13 3119 13 3220 13 3321 13 3422 13 3523 13 3624 13 3724 14 3825 14 3926 14 4027 14 4128 14 4229 14 4330 14 4431 14 4532 14 4633 14 4734 14 4835 14 4936 14 5037 14 5139 13 5240 13 5341 13 5442 13 5543 13 5644 13 5746 12 5847 12 5948 12 6049 12 6150 12 6251 12 6352 12 6453 12 6553 13 6654 13 6754 14 6854 15 6954 16 7055 16 7155 17 7256 17 7356 18 7457 18 7558 18 7659 18 7760 18 7861 18 7962 18 8063 18 8165 17 8266 17 8370 2 8379 5 9191 1 9292 1 9393 1 9494 1 9594 2 9695 2 9796 2 9897 2 9997 3 10098 3 10199 3
ccd8906fbf,
ccd8af9426,1 47 102 47 203 47 304 47 405 47 506 46 607 46 708 46 809 46 910 47 1011 47 1112 48 1213 49 1314 49 1415 49 1516 48 1617 47 1718 46 1819 45 1920 43 2021 42 2122 41 2223 40 2324 39 2425 38 2526 37 2627 36 2728 35 2829 34 2930 33 3031 33 3132 31 3233 30 3334 29 3435 28 3536 27 3637 26 3738 25 3839 24 3940 23 4041 21 4142 21 4243 20 4344 19 4445 18 4546 17 4647 16 4748 15 4849 14 4950 13 5051 12 5152 11 5253 10 5354 9 5455 9 5556 8 5657 8 5758 8 5859 7 5960 6 6061 4 6162 2
ccdf60d661,1 2695 2699 81 2807 69 2909 63 3010 58 3111 53 3212 46 3312 39 3412 37 3512 35 3612 33 3712 32 3812 31 3911 29 4010 31 4110 32 4209 34 4308 36 4407 38 4506 40 4606 41 4705 43 4804 41 4902 41 5001 40 5101 37 5202 34 5302 32 5401 32 5501 31 5601 30 5700 30 5799 30 5899 29 5999 28 6098 29 6197 30 6296 30 6395 31 6495 31 6593 33 6692 34 6791 35 6889 38 6987 41 7084 45 7183 47 7283 48 7383 49 7484 49 7584 50 7685 50 7786 49 7887 49 7988 48 8089 47 8191 45 8292 45 8393 44 8494 44 8595 43 8696 42 8797 42 8898 41 9000 40 9101 40 9202 39 9303 39 9404 40 9506 39 9607 39 9709 38 9810 38 9912 37 10014 35 10116 34
cce73f7dd4,1 5246 5253 68 5354 48 5455 35 5556 27 5657 18 5758 10 5859 4
ccec631d75,49 53 150 53 251 53 352 53 454 52 555 52 656 52 757 52 858 52 960 51 1061 51 1162 51 1263 51 1365 50 1466 50 1567 50 1668 50 1769 50 1870 50 1971 50 2072 50 2173 50 2274 50 2375 50 2476 50 2577 50 2678 50 2779 50 2880 50 2981 50 3082 50 3183 50 3285 49 3386 49 3487 49 3588 49 3689 49 3790 49 3891 49 3992 49 4093 49 4194 49 4295 49 4396 49 4497 49 4598 49 4699 49 4800 49 4901 49 5002 49 5103 49 5204 49 5305 49 5406 49 5507 49 5608 49 5709 49 5810 49 5912 48 6013 48 6114 48 6216 47 6317 47 6418 47 6520 46 6622 45 6724 44 6825 44 6927 43 7029 42 7131 41 7234 39 7336 38 7438 37 7541 35 7643 34 7746 32 7848 31 7951 29 8053 28 8155 27 8258 25 8360 24 8462 23 8564 22 8666 21 8768 20 8870 19 8972 18 9074 17 9176 16 9277 16 9379 15 9481 14 9582 14 9684 13 9785 13 9887 12 9988 12 10090 11 10191 11
ccf829551b,
ccfb9693c3,
ccfd0dd652,7574 2 7674 3 7774 4 7873 6 7973 7 8072 9 8171 11 8270 13 8368 16 8467 18 8567 19 8666 21 8765 23 8863 26 8962 28 9060 31 9159 33 9257 36 9348 46 9445 50 9544 52 9644 53 9744 54 9844 55 9944 56 10044 57 10145 57
cd01f01ac2,3130 2 3230 3 3329 5 3429 6 3529 7 3628 9 3728 10 3828 11 3928 12 4028 13 4129 13 4230 13 4331 13 4431 14 4532 14 4633 14 4733 15 4834 15 4935 15 5035 16 5136 16 5237 16 5338 16 5439 16 5540 16 5641 16 5742 16 5843 16 5944 16 6045 16 6146 16 6247 16 6348 16 6449 16 6550 16 6652 15 6753 15 6855 14 6956 14 7058 13 7159 13 7261 12 7362 12 7464 11 7565 11 7667 10 7769 9 7871 8 7973 7 8075 6 8178 4 8280 3 8383 1
c463a7bc45,
c4b4370ea7,
c5098d265e,1 2424 2428 98 2532 95 2635 93 2737 92 2840 90 2942 89 3044 88 3146 87 3248 86 3350 85 3452 84 3554 83 3656 82 3759 80 3862 78 3965 76 4069 73 4172 71 4274 70 4377 68 4479 67 4582 65 4685 63 4789 60 4892 58 4995 56 5097 55 5200 53 5303 51 5406 49 5509 47 5611 46 5714 44 5817 42 5919 41 6022 39 6126 36 6229 34 6332 32 6434 31 6537 29 6640 27 6743 25 6845 24 6948 22 7050 21 7152 20 7253 20 7355 19 7456 19 7558 18 7659 18 7760 18 7862 17 7965 15 8068 13 8170 12 8272 11 8374 10 8475 10 8578 8 8679 8 8781 7 8882 7 8984 6 9085 6 9187 5 9289 4 9390 4 9492 3 9593 3 9694 3 9795 3 9895 4 9997 3 10098 3 10199 3
c539d447bf,1 8 11 46 60 8 69 2 77 80 162 8 178 33 213 20 234 10 245 15 265 5 280 11 292 20 313 19 335 25 365 5 371 1 382 50 436 10 447 13 467 4 482 49 537 10 549 12 569 2 584 32 617 15 634 1 637 9 648 1 650 10 685 30 721 15 743 18 762 1 771 4 786 29 820 11 832 3 836 1 840 3 845 18 873 1 887 29 922 11 941 3 946 5 954 1 956 3 963 1 973 2 988 21 1011 6 1025 8 1042 3 1047 2 1050 1 1054 4 1063 3 1074 2 1089 13 1105 4 1112 7 1124 12 1142 2 1145 4 1158 1 1160 2 1163 6 1174 8 1190 13 1206 5 1213 5 1223 1 1225 15 1241 1 1243 8 1260 10 1271 1 1275 11 1287 1 1290 14 1306 15 1326 1 1328 14 1344 7 1360 15 1376 9 1390 22 1415 7 1428 24 1454 1 1461 11 1473 15 1489 35 1529 27 1560 31 1593 64 1659 3 1663 13 1678 14 1694 12 1709 16 1728 30 1761 29 1795 31 1829 29 1860 1 1864 13 1879 13 1895 33 1931 28 1960 2 1965 16 1982 12 1999 9 2011 19 2032 1 2034 28 2065 29 2099 6 2107 3 2112 19 2132 2 2135 27 2168 28 2201 6 2209 1 2211 1 2213 20 2237 22 2270 4 2282 12 2302 7 2315 17 2338 22 2385 9 2403 9 2418 15 2439 24 2487 5 2505 4 2518 4 2526 8 2540 20 2589 2 2607 3 2611 1 2620 3 2627 7 2641 20 2690 3 2706 1 2708 3 2721 2 2728 8 2742 12 2756 8 2792 5 2807 7 2822 4 2829 9 2843 13 2859 3 2863 4 2892 1 2896 3 2908 7 2922 4 2930 9 2941 21 2966 2 2976 1 2982 2 2995 1 2998 2 3002 2 3011 5 3024 3 3031 10 3042 27 3077 8 3094 7 3102 2 3115 2 3123 2 3132 41 3178 8 3187 1 3193 9 3211 2 3216 2 3226 2 3233 43 3279 8 3294 8 3313 3 3317 2 3327 2 3334 10 3345 30 3377 2 3380 10 3396 2 3428 3 3435 40 3479 10 3531 1 3536 8 3545 32 3580 11 3592 1 3600 1 3631 1 3637 9 3647 44 3731 3 3738 54 3833 3 3839 43 3886 3 3890 2 3940 43 3987 4 4041 41 4088 1 4091 2 4142 42 4188 5 4243 41 4289 3 4293 3 4344 41 4391 2 4396 1 4445 38 4485 1 4491 8 4546 38 4586 1 4588 1 4592 3 4597 2 4647 56 4748 54 4849 55 4950 55 5051 55 5152 54 5253 55 5352 59 5455 55 5556 43 5602 8 5657 42 5700 11 5758 43 5803 10 5859 43 5905 9 5960 11 5972 32 6006 9 6061 11 6075 41 6128 4 6162 54 6231 2 6263 55 6327 3 6331 2 6364 57 6428 6 6465 58 6529 7 6566 8 6575 15 6593 30 6632 8 6669 22 6696 29 6731 5 6772 22 6797 30 6831 9 6874 22 6899 27 6932 10 6948 2 6976 22 7001 26 7028 1 7030 13 7077 23 7103 23 7127 1 7130 1 7133 9 7165 2 7179 23 7206 20 7237 4 7251 2 7283 21 7309 18 7339 6 7352 2 7389 6 7398 8 7408 21 7443 2 7453 2 7456 1 7458 2 7493 2 7502 8 7513 17 7537 3 7554 7 7607 4 7614 19 7640 2 7644 3 7655 6 7707 5 7715 4 7720 14 7744 4 7756 7 7809 3 7818 2 7824 11 7844 3 7857 6 7910 3 7924 14 7945 3 7958 5 8024 13 8042 2 8058 8 8125 13 8143 3 8151 3 8160 6 8219 2 8226 14 8245 11 8260 8 8322 2 8328 11 8342 4 8348 5 8354 4 8360 6 8423 2 8431 10 8445 3 8449 5 8461 8 8525 2 8532 10 8548 6 8556 5 8563 7 8635 10 8649 3 8653 3 8659 1 8664 4 8741 3 8748 4 8759 5 8765 4 8783 1 8843 2 8851 5 8862 13 8943 2 8954 1 8966 9 9049 1 9062 1 9065 9 9079 2 9168 8 9184 4 9271 3 9281 1 9286 2 9373 1 9386 2 9473 1 9579 2 9776 4 9877 6 9982 2 10196 1
c5afb8174e,1 38 102 39 203 39 304 40 405 40 506 41 607 42 708 42 809 43 910 44 1011 44 1112 45 1213 46 1314 46 1415 47 1516 47 1617 48 1718 49 1819 49 1920 50 2021 51 2122 51 2223 52 2324 52 2425 52 2526 53 2627 53 2728 53 2829 53 2930 53 3031 54 3132 54 3233 54 3334 55 3435 55 3536 55 3637 55 3738 55 3839 56 3940 56 4041 56 4142 56 4243 57 4344 57 4445 57 4546 58 4647 58 4748 58 4849 58 4950 59 5051 59 5152 59 5253 60 5354 60 5455 60 5556 60 5657 61 5758 61 5859 62 5960 64 6061 66 6162 67 6263 69 6364 71 6465 73 6566 75 6667 77 6768 78 6869 80 6970 81 7071 82 7172 83 7273 85 7374 86 7475 87 7576 89 7677 90 7778 91 7879 93 7980 94 8081 95 8182 97 8283 99 8384 1818
c5e23e3c24,1 66 102 67 203 68 304 69 405 71 506 72 607 73 708 73 809 73 910 73 1011 72 1112 71 1213 70 1314 69 1415 68 1516 68 1617 67 1718 67 1819 67 1920 67 2021 66 2122 66 2223 66 2324 65 2425 65 2526 65 2627 65 2728 65 2829 65 2930 64 3031 64 3132 64 3233 63 3334 63 3435 63 3536 63 3637 63 3738 63 3839 62 3940 61 4041 60 4142 59 4243 59 4344 58 4445 58 4546 58 4647 58 4748 58 4849 57 4950 56 5051 54 5152 52 5253 50 5354 49 5455 47 5556 46 5657 46 5758 45 5859 44 5960 44 6061 43 6162 42 6263 42 6364 41 6465 41 6566 40 6667 40 6768 40 6869 39 6970 39 7071 38 7172 38 7273 37 7374 36 7475 35 7576 34 7677 34 7778 33 7879 33 7980 33 8081 32 8182 31 8283 29 8384 28 8485 26 8586 23 8687 21 8788 19 8889 18 8990 17 9091 17 9192 16 9293 15 9394 14 9495 12 9596 10 9697 8 9798 5 9899 3
c614988286,
c66acd78a9,1 72 102 72 203 71 304 71 405 70 506 70 607 69 708 68 809 67 910 66 1011 65 1112 64 1213 63 1314 62 1415 61 1516 60 1617 59 1718 58 1819 57 1920 55 2021 54 2122 52 2223 51 2324 49 2425 48 2526 46 2627 44 2728 42 2829 40 2930 39 3031 37 3132 35 3233 34 3334 32 3435 30 3536 28 3637 26 3738 25 3839 22 3940 19 4041 16 4142 11 4243 7 4344 4 4445 2
c6e3a3feea,1 404 406 100 510 97 613 95 716 93 819 91 922 89 1026 86 1130 83 1233 81 1337 78 1441 75 1544 73 1647 71 1750 69 1852 68 1955 66 2059 63 2162 61 2265 59 2369 56 2473 53 2576 51 2679 49 2781 48 2884 46 2986 45 3088 44 3191 42 3293 41 3397 38 3500 36 3603 34 3706 32 3809 30 3912 28 4014 27 4116 26 4217 26 4319 25 4420 25 4522 24 4624 23 4725 23 4827 22 4929 21 5031 20 5132 20 5234 19 5336 18 5438 17 5540 16 5643 14 5745 13 5848 11 5952 8 6056 5 6159 3 6261 2
c784560371,
c7c0ded4b5,2119 3 2215 8 2311 13 2406 19 2501 25 2597 30 2694 34 2790 39 2886 44 2984 47 3081 51 3178 55 3275 59 3372 63 3470 66 3569 68 3666 72 3764 75 3863 77 3961 80 4060 82 4160 83 4259 85 4358 87 4458 88 4558 89 4658 90 4758 91 4858 92 4958 93 5058 94 5158 95 5258 96 5358 97 5459 97 5559 98 5660 98 5760 99 5861 99 5961 100 6062 100 6163 1211 7375 100 7476 100 7577 100 7679 99 7780 99 7882 98 7983 98 8085 97 8186 97 8288 96 8389 96 8491 95 8592 95 8694 94 8795 94 8897 93 8998 93 9100 92 9201 92 9302 92 9403 92 9505 91 9606 91 9707 91 9808 91 9909 91 10010 91 10111 91
c813181542,
c84e06f60f,1 31 102 31 203 30 304 30 405 30 506 30 607 30 708 29 809 29 910 29 1011 29 1112 29 1213 28 1314 28 1415 27 1516 27 1617 27 1718 26 1819 26 1920 25 2021 24 2122 21 2223 19 2324 17 2425 15 2526 13 2627 12 2728 10 2829 8 2930 7 3031 5 3132 3
c88a511d91,
c8be125295,1 38 102 38 203 37 304 36 405 35 506 1 511 28 607 1 612 27 714 25 815 24 916 23 1018 21 1119 20 1220 20 1321 19 1422 19 1523 18 1623 19 1724 19 1824 20 1925 19 2025 20 2125 20 2223 22 2324 22 2425 21 2526 20 2627 19 2728 19 2829 18 2930 17 3031 17 3132 16 3233 16 3334 16 3435 15 3536 15 3637 15 3738 15 3839 15 3940 15 4041 15 4142 15 4243 15 4344 16 4445 16 4546 16 4647 16 4748 16 4849 17 4950 17 5051 17 5152 17 5253 18 5354 18 5455 18 5556 18 5657 18 5758 18 5859 18 5960 18 6061 19 6162 19 6263 19 6364 19 6465 19 6566 19 6667 20 6768 20 6869 20 6970 20 7072 19 7174 18 7276 17 7377 18 7478 18 7579 18 7680 18 7780 20 7880 21 7981 21 8081 22 8182 22 8283 22 8384 21 8485 21 8586 21 8687 19 8788 10 8804 1 8891 6
c91a6405a5,1 9292 9294 100 9397 98 9499 97 9601 96 9704 94 9807 92 9909 91 10010 91 10111 91
c95e99e11f,566 4 665 6 765 7 865 7 964 9 1064 9 1163 10 1263 9 1361 11 1460 12 1559 12 1659 12 1757 13 1856 14 1955 15 2052 17 2151 18 2249 20 2348 21 2446 22 2545 23 2643 24 2741 26 2839 27 2938 27 3036 29 3134 31 3233 32 3334 30 3435 29 3536 28 3637 27 3738 26 3839 25 3940 23 4041 19 4142 15 4245 1
c9b54f28b2,1 6951 6954 97 7060 92 7160 94 7260 95 7359 91 7452 98 7555 95 7657 93 7758 92 7859 91 7960 92 8060 93 8160 95 8260 97 8360 1438 9804 95 9909 91 10014 87 10124 78
c9fc80957f,
ca3bc1f093,
ca86bc43a0,27 75 126 77 224 80 319 86 417 89 514 93 612 96 711 6865 7579 98 7684 94 7789 90 7893 87 7998 83 8103 79 8207 76 8311 73 8415 70 8520 66 8625 62 8728 60 8831 58 8934 56 9037 54 9140 52 9243 50 9347 47 9450 45 9553 43 9656 41 9759 39 9863 36 9965 35 10068 33 10170 32
caeaa21d24,1 19 102 19 203 20 304 21 405 21 506 22 607 22 708 23 809 24 910 25 1011 26 1112 27 1213 27 1314 29 1415 30 1516 31 1617 32 1718 33 1819 34 1920 35 2021 35 2122 36 2223 37 2324 37 2425 38 2526 38 2627 39 2728 40 2829 41 2930 42 3031 43 3132 43 3233 44 3334 44 3435 45 3536 46 3637 46 3738 47 3839 47 3940 48 4041 48 4142 48 4243 48 4344 47 4445 47 4546 46 4647 44 4748 43 4849 42 4950 40 5051 39 5152 37 5253 36 5354 36 5455 35 5556 35 5657 35 5758 35 5859 35 5960 36 6061 37 6162 37 6263 38 6364 39 6465 39 6566 39 6667 39 6768 39 6869 39 6970 40 7071 40 7172 40 7273 41 7374 42 7475 43 7576 45 7677 46 7778 47 7879 49 7980 50 8081 52 8182 53 8283 55 8384 56 8485 58 8586 60 8687 61 8788 62 8889 63 8990 63 9091 64 9192 64 9293 64 9394 64 9495 64 9596 64 9697 64 9798 64 9899 63 10000 63 10101 63
cb507d53f7,
cb956d972a,1 1 2223 1 2324 1 2425 1
cc09190dfb,
cc45eeeafb,20 82 126 77 245 59 362 43 469 37 578 29 692 16
cc924f5758,4864 2 5354 3 5370 5 5455 5 5556 8 5574 2 5657 9 5674 5 5758 20 5859 20 5960 22 6061 23 6092 2 6162 12 6175 11 6263 10 6278 10 6364 8 6378 2 6382 8 6465 5 6479 2 6484 6 6491 1 6512 2 6545 1 6550 1 6566 6 6585 8 6597 1 6615 1 6645 3 6649 3 6669 4 6685 5 6691 2 6714 2 6747 1 6773 3 6787 5 6815 1 6876 2 6889 4 6901 1 6951 1 6958 3 7256 1 8128 3 8160 1 8165 2 8229 3 8233 2 8330 2 8452 1 8552 2 8649 3 8653 1 9057 1 9158 1 9763 3 9863 1 9961 2 10063 2
25fd997ffa,
25fdf34ca9,
26027f6238,
260720933e,97 5 199 4 300 4 402 3 503 3 604 3 705 3 806 3 907 3 1009 2 1110 2 1211 2 1312 2 1414 1
260b956861,21 81 124 79 227 77 329 76 432 74 534 73 637 71 740 69 843 67 946 65 1050 62 1153 60 1259 55 1364 51 1466 50 1569 48 1674 44 1778 41 1881 39 1984 37 2086 36 2189 34 2291 33 2393 32 2497 29 2599 28 2701 27 2804 25 2907 23 3011 20 3114 18 3218 15 3321 13 3424 11 3526 10 3629 8 3731 7 3833 6 3936 4 4037 4 4139 3 4241 2
260d5faf0e,26 67 127 66 228 65 329 63 431 61 532 59 634 56 736 53 838 50 939 48 1041 45 1143 42 1245 38 1347 34 1448 31 1550 28 1652 25 1754 22 1856 20 1958 17 2060 15 2163 11
26127d74ee,1 6767 6772 97 6876 94 6979 92 7083 89 7186 87 7289 85 7390 85 7491 85 7591 86 7691 87 7790 89 7890 90 7990 91 8090 92 8190 93 8291 93 8392 93 8492 94 8593 94 8694 94 8794 95 8894 96 8995 96 9097 95 9199 94 9301 93 9403 92 9507 89 9609 88 9711 87 9815 84 9919 81 10023 78 10127 75
261549d7ff,17 85 118 85 219 85 319 86 420 86 520 87 621 87 721 88 822 88 922 89 1023 89 1123 90 1224 90 1324 91 1425 91 1526 91 1627 91 1727 92 1828 92 1929 92 2031 91 2132 91 2234 90 2336 89 2438 88 2540 87 2641 87 2743 86 2845 85 2947 84 3049 83 3151 82 3253 81 3355 80 3457 79 3559 78 3662 76 3764 75 3866 74 3969 72 4071 71 4174 69 4277 67 4379 66 4481 65 4583 64 4684 64 4786 63 4888 62 4989 62 5091 61 5193 60 5294 60 5396 59 5497 59 5599 58 5700 58 5802 57 5903 57 6006 55 6108 54 6211 52 6313 51 6416 49 6519 47 6621 46 6723 45 6826 43 6928 42 7030 41 7132 40 7234 39 7337 37 7439 36 7541 35 7643 34 7745 33 7847 32 7949 31 8051 30 8153 29 8255 28 8357 27 8459 26 8561 25 8663 24 8765 23 8868 21 8970 20 9073 18 9175 17 9277 16 9379 15 9481 14 9583 13 9685 12 9786 12 9888 11 9989 11 10091 10 10192 10
261df55c24,1 10201
2620ab7aa2,
26233363f8,
2626cc9b47,
262dbffadf,
262de74669,10 92 111 92 212 92 313 92 414 92 515 92 616 92 717 92 818 92 919 92 1020 92 1121 92 1222 92 1323 92 1424 92 1525 92 1625 93 1726 93 1827 93 1927 94 2028 94 2129 94 2230 94 2330 95 2431 95 2532 95 2633 95 2733 96 2834 96 2935 96 3035 97 3136 97 3237 97 3337 98 3437 99 3538 99 3638 6564
26320df569,1 6969 6974 97 7078 94 7181 92 7284 90 7387 88 7489 87 7592 85 7694 84 7797 82 7899 81 8002 79 8104 78 8206 77 8308 76 8410 75 8512 74 8615 72 8717 71 8821 68 8924 66 9026 65 9129 63 9231 62 9334 60 9437 58 9540 56 9642 55 9745 53 9847 52 9949 51 10050 51 10152 50
26346acb80,
26370170b8,
2637e17579,
263c4fdbda,1 10201
263cd3f9b1,1 8580 8586 88 8687 82 8788 67 8889 61 8990 55 9091 53 9192 52 9293 50 9394 49 9495 48 9596 47 9697 45 9798 43 9899 40 10000 36 10101 32
2643c25e2a,
2645e45058,
2649a5ea52,7542 15 7638 39 7738 40 7837 42 7937 43 8037 44 8136 46 8236 47 8336 48 8436 49 8536 50 8636 51 8736 52 8836 53 8936 54 9036 55 9136 56 9236 57 9336 58 9437 58 9537 59 9638 59 9739 59 9839 60 9940 60 10041 60 10142 60
2659e2d532,6967 3 7065 6 7164 8 7262 11 7362 12 7462 13 7562 14 7663 14 7762 16 7862 17 7961 19 8060 21 8159 23 8256 27 8355 29 8455 30 8554 32 8654 33 8752 36 8850 39 8947 43 9044 47 9142 50 9239 54 9335 59 9431 64 9528 68 9625 72 9723 75 9821 78 9919 81 10017 84 10116 86
e4ee492bd5,
e4f1c5b15c,
e4f2783759,
e4fa7c6a7d,
e4fce4b587,1 202 204 100 305 100 407 99 508 99 609 99 710 99 812 98 913 98 1014 98 1116 97 1217 97 1318 97 1420 96 1522 95 1623 95 1725 94 1826 94 1928 93 2029 93 2131 92 2232 92 2334 91 2435 91 2536 91 2637 91 2738 91 2839 91 2940 91 3041 91 3142 91 3242 92 3343 92 3444 92 3545 92 3646 92 3746 93 3847 93 3948 93 4048 94 4149 94 4250 94 4351 94 4453 93 4554 93 4655 93 4757 92 4858 92 4960 91 5061 91 5162 91 5264 90 5365 90 5466 90 5568 89 5669 89 5770 89 5871 89 5972 89 6073 89 6174 89 6275 89 6376 89 6476 90 6577 90 6678 90 6779 90 6880 90 6981 90 7082 90 7182 91 7283 91 7384 91 7485 91 7586 91 7686 92 7787 92 7888 92 7989 92 8090 92 8191 92 8292 92 8393 92 8493 93 8594 93 8696 92 8797 92 8898 92 8999 92 9100 92 9200 93 9302 92 9403 92 9504 92 9605 92 9706 92 9807 92 9908 92 10009 92 10110 92
e4ff4bbfd3,3232 1 3332 2 3432 3 3532 4 3632 5 3731 7 3831 8 3931 9 4030 11 4128 14 4227 16 4325 19 4423 22 4522 24 4621 26 4719 29 4818 31 4916 34 5013 38 5112 40 5212 41 5313 41 5415 40 5516 40 5618 39 5720 38 5821 38 5923 37 6024 37 6125 37 6225 38 6325 39 6422 43 6518 48 6616 51 6716 52 6816 53 6916 54 7017 54 7118 54 7220 53 7325 49 7432 43 7540 36 7650 27 7759 19 7867 12
e50041b85d,1 6565 6572 95 6675 93 6776 93 6878 92 6978 93 7079 93 7179 94 7278 96 7378 97 7478 98 7579 98 7681 97 7782 97 7884 96 7986 95 8088 94 8191 92 8293 91 8395 90 8497 89 8599 88 8701 87 8802 87 8904 86 9006 85 9107 85 9209 84 9310 84 9411 84 9513 83 9614 83 9715 83 9816 83 9917 83 10017 84 10117 85
e50212245b,
e50303e172,
e506b4b589,8283 2 8384 3 8485 5 8586 6 8687 7 8788 8 8889 10 8990 12 9091 14 9192 16 9293 17 9394 19 9495 20 9596 22 9697 23 9798 25 9899 27 10000 28 10101 30
e509b9c869,
e50a5a077a,1 4055 4067 85 4171 78 4274 75 4377 70 4479 67 4581 66 4683 65 4784 65 4886 64 4988 63 5092 60 5195 58 5300 54 5404 51 5507 49 5610 47 5714 44 5817 42 5920 40 6024 37 6127 26 6159 3 6230 21 6262 1 6332 12
e50d3d420d,809 1 910 5 1011 11 1112 15 1213 28 1314 33 1415 39 1516 43 1617 46 1671 4 1718 64 1819 67 1920 90 2021 4645 6667 92 6768 82 6852 5 6869 80 6970 81 7071 81 7172 82 7273 82 7374 80 7475 79 7576 78 7677 77 7778 75 7879 73 7980 70 8081 64 8182 58 8283 56 8384 54 8485 51 8586 49 8687 47 8788 46 8889 44 8990 43 9091 42 9192 41 9293 39 9394 38 9495 36 9596 34 9697 31 9798 28 9899 22 10000 20 10101 19
e510198a84,
e5121874bb,
e51487b92e,
